,Part type,Contact number,Time,Fx,Fy,Fz,Mass,Mx,My,Mz
2,slave,1,0.0958983,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,slave,1,0.108975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,slave,1,0.117693,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,slave,1,0.126411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,slave,1,0.139488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,slave,1,0.148207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
122,slave,1,0.156925,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,slave,1,0.165643,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,slave,1,0.17872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,slave,1,0.187438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,slave,1,0.196156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,slave,1,0.209233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
242,slave,1,0.217951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,slave,1,0.226669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
282,slave,1,0.239746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
302,slave,1,0.248464,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322,slave,1,0.257182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,slave,1,0.2659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,slave,1,0.278977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
382,slave,1,0.287695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,slave,1,0.296413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,slave,1,0.30949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,slave,1,0.318208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,slave,1,0.326926,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,slave,1,0.335644,0.0,0.0,0.0,0.0,0.0,0.0,0.0
502,slave,1,0.348721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,slave,1,0.357439,0.0,0.0,0.0,0.0,0.0,0.0,0.0
542,slave,1,0.366157,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,slave,1,0.379234,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,slave,1,0.387952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,slave,1,0.39667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,slave,1,0.409747,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,slave,1,0.418465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,slave,1,0.427184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,slave,1,0.435902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,slave,1,0.448979,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,slave,1,0.457697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,slave,1,0.466415,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,slave,1,0.479492,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,slave,1,0.48821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,slave,1,0.496928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,slave,1,0.505646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,slave,1,0.518723,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,slave,1,0.527441,0.0,0.0,0.0,0.0,0.0,0.0,0.0
882,slave,1,0.536159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
902,slave,1,0.549236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
922,slave,1,0.557954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
942,slave,1,0.566672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
962,slave,1,0.579749,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982,slave,1,0.588467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1002,slave,1,0.597185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1022,slave,1,0.605903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1042,slave,1,0.61898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1062,slave,1,0.627698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1082,slave,1,0.636416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1102,slave,1,0.649493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1122,slave,1,0.658211,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1142,slave,1,0.666929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1162,slave,1,0.675647,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1182,slave,1,0.688724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1202,slave,1,0.697442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,slave,1,0.706161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1242,slave,1,0.719238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1262,slave,1,0.727956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1282,slave,1,0.736674,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1302,slave,1,0.749751,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,slave,1,0.758469,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,slave,1,0.767187,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,slave,1,0.775905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,slave,1,0.788982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,slave,1,0.7977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,slave,1,0.806417,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,slave,1,0.819493,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1462,slave,1,0.828207,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1482,slave,1,0.836917,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1502,slave,1,0.849967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1522,slave,1,0.85865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1542,slave,1,0.867313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1562,slave,1,0.875954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1582,slave,1,0.888867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1602,slave,1,0.897447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1622,slave,1,0.906013,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1642,slave,1,0.918866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1662,slave,1,0.927447,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1682,slave,1,0.936061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1702,slave,1,0.949046,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1722,slave,1,0.957715,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1742,slave,1,0.966394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1762,slave,1,0.979421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1782,slave,1,0.988099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1802,slave,1,0.996771,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1822,slave,1,1.00975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1842,slave,1,1.01838,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1862,slave,1,1.02702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1882,slave,1,1.03999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1902,slave,1,1.04867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1922,slave,1,1.05736,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,slave,1,1.06605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962,slave,1,1.07905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982,slave,1,1.0877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,slave,1,1.09634,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,slave,1,1.10931,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2042,slave,1,1.11798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2062,slave,1,1.12665,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2082,slave,1,1.13967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2102,slave,1,1.14833,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2122,slave,1,1.15701,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142,slave,1,1.1657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2162,slave,1,1.17872,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2182,slave,1,1.18738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202,slave,1,1.196,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2222,slave,1,1.20825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2242,slave,1,1.21954,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2262,slave,1,1.22999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2282,slave,1,1.23672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2302,slave,1,1.24982,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,slave,1,1.2591,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2342,slave,1,1.26773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2362,slave,1,1.2785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2382,slave,1,1.28858,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,slave,1,1.29793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,slave,1,1.30867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,slave,1,1.3183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,slave,1,1.32999,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2482,slave,1,1.33867,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2502,slave,1,1.34845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2522,slave,1,1.35969,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,slave,1,1.3695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2562,slave,1,1.37758,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2582,slave,1,1.38992,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2602,slave,1,1.39801,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2622,slave,1,1.40976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2642,slave,1,1.41733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2662,slave,1,1.42841,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2682,slave,1,1.43934,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2702,slave,1,1.44657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2722,slave,1,1.45722,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2742,slave,1,1.46753,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2762,slave,1,1.4775,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2782,slave,1,1.48725,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2802,slave,1,1.49685,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2822,slave,1,1.50937,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2842,slave,1,1.5185,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2862,slave,1,1.52738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2882,slave,1,1.53898,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2902,slave,1,1.54757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2922,slave,1,1.55887,-42.0517,29.3928,1.43987,0.588751,-54464.0,-92974.4,307304.0
2942,slave,1,1.56988,-95.3566,82.4598,-3.661,1.76626,-218683.0,-209871.0,741879.0
2962,slave,1,1.57794,-681.517,621.053,10.6025,2.94375,-1371810.0,-1606260.0,5360660.0
2982,slave,1,1.58846,-2621.81,2518.32,166.971,2.94375,-4663480.0,-6258790.0,20939000.0
3002,slave,1,1.59884,-4636.7,4907.08,480.421,2.94375,-8393860.0,-11642000.0,38317600.0
3022,slave,1,1.60908,-4271.1,5144.36,1294.19,1.76626,-4689350.0,-13267200.0,37114300.0
3042,slave,1,1.61913,-3157.56,3620.23,164.78,3.53249,-7661770.0,-7703760.0,26927100.0
3062,slave,1,1.62891,-3169.11,3925.58,148.968,3.53249,-8940810.0,-8172680.0,27919000.0
3082,slave,1,1.63848,-3974.34,5027.02,-73.3149,4.71,-13212500.0,-9899340.0,35306200.0
3102,slave,1,1.64791,-5310.17,6861.49,-671.358,4.71,-21907900.0,-12305800.0,47603900.0
3122,slave,1,1.65961,-6809.57,8663.13,-1186.07,5.29875,-30015500.0,-15306000.0,60661400.0
3142,slave,1,1.66884,-6428.24,7418.95,-1097.22,4.71,-26652300.0,-15009000.0,55082400.0
3162,slave,1,1.67789,-6052.53,6512.44,-1227.02,7.06499,-25481200.0,-14120100.0,50517600.0
3182,slave,1,1.6889,-6658.06,7570.41,-1450.43,7.65373,-29729000.0,-15196700.0,56821500.0
3202,slave,1,1.69969,-8685.21,10285.9,-1900.25,9.41999,-39989000.0,-19744700.0,75262800.0
3222,slave,1,1.70825,-10637.3,12724.7,-2160.4,9.41999,-48055500.0,-24266800.0,92404100.0
3242,slave,1,1.71888,-11072.3,12165.7,-1790.03,12.3637,-44256000.0,-26290100.0,92864300.0
3262,slave,1,1.72936,-10014.4,10088.9,-1251.57,13.5412,-35474300.0,-24753300.0,81142100.0
3282,slave,1,1.73962,-11730.3,11269.8,-974.244,11.1862,-37550800.0,-30812000.0,93571400.0
3302,slave,1,1.74968,-9579.43,8788.25,-195.3,10.0087,-25589800.0,-26308800.0,75281700.0
3322,slave,1,1.75965,-8853.06,8132.9,-163.34,9.41997,-22592900.0,-23246100.0,69763500.0
3342,slave,1,1.76957,-9195.93,8050.77,-224.23,8.83123,-22786200.0,-24014600.0,71241500.0
3362,slave,1,1.77941,-9307.1,8165.88,-147.649,5.29874,-22548500.0,-24372200.0,72175500.0
3382,slave,1,1.7891,-9161.5,8706.29,9.20222,23.55,-22896800.0,-24337900.0,73192400.0
3402,slave,1,1.79863,-8172.14,8678.65,908.378,18.2512,-16648200.0,-22928000.0,68062400.0
3422,slave,1,1.80995,-11176.4,12017.7,1262.54,21.7837,-22388500.0,-30583900.0,93627800.0
3442,slave,1,1.81936,-14172.7,15324.6,1540.69,22.9612,-29213000.0,-38812400.0,119067000.0
3462,slave,1,1.82873,-15681.4,16705.8,1272.54,24.7274,-34300100.0,-42059800.0,131182000.0
3482,slave,1,1.83986,-15858.5,16689.0,1305.65,27.6711,-33897900.0,-42527800.0,131987000.0
3502,slave,1,1.84901,-17075.8,17553.3,1265.64,31.2036,-35745800.0,-44809300.0,140428000.0
3522,slave,1,1.85989,-21823.9,21149.3,574.93,30.6149,-48245400.0,-54362800.0,175458000.0
3542,slave,1,1.86895,-24060.5,22483.2,-245.406,32.3811,-56382600.0,-58011700.0,191442000.0
3562,slave,1,1.87985,-28747.1,26597.8,-1306.99,38.8574,-72393800.0,-66812700.0,227902000.0
3582,slave,1,1.88891,-36631.0,33511.5,-1709.59,44.7449,-91756100.0,-85375700.0,289024000.0
3602,slave,1,1.89972,-46385.7,42256.1,-630.436,43.5675,-106377000.0,-111684000.0,365247000.0
3622,slave,1,1.90869,-54087.1,48569.1,241.788,42.9788,-115875000.0,-131965000.0,423742000.0
3642,slave,1,1.9195,-53004.8,48350.3,809.384,39.4463,-111199000.0,-130349000.0,417954000.0
3662,slave,1,1.92856,-50233.7,49629.5,882.544,37.6801,-113012000.0,-123631000.0,406834000.0
3682,slave,1,1.93942,-48769.0,49340.4,214.119,37.0913,-115444000.0,-117430000.0,397169000.0
3702,slave,1,1.94844,-38590.5,38580.9,278.522,36.5026,-90244300.0,-93519300.0,312107000.0
3722,slave,1,1.95925,-37320.0,34676.8,544.531,35.3251,-79635400.0,-91291100.0,292866000.0
3742,slave,1,1.96834,-30044.6,27236.8,140.212,41.2126,-63922600.0,-72469600.0,233124000.0
3762,slave,1,1.97935,-28551.6,26462.2,-183.758,41.2126,-63742200.0,-67891800.0,224207000.0
3782,slave,1,1.98856,-33101.7,31833.8,-681.004,40.6239,-79711500.0,-77924400.0,264544000.0
3802,slave,1,1.99956,-38984.5,37754.3,-1493.92,40.0351,-98332000.0,-89485900.0,312984000.0
